DateTime(Local),Actual,Forecast(1 hour ahead),Forecast(2 hours ahead),Forecast(24 hours ahead)
07-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
07-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
07-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
07-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
07-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
07-Apr-2019 08:00:00,0.45,0.60,0.60,0.60
07-Apr-2019 09:00:00,100.00,80.45,80.45,80.45
07-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 18:00:00,100.00,100.00,100.00,100.00
07-Apr-2019 19:00:00,95.18,91.51,91.51,91.09
07-Apr-2019 20:00:00,14.24,16.15,17.79,17.92
07-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
07-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
07-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 08:00:00,0.28,0.00,0.00,0.00
08-Apr-2019 09:00:00,90.58,75.38,75.26,74.30
08-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
08-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
08-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
08-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
08-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
08-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
08-Apr-2019 16:00:00,100.00,100.00,100.00,95.54
08-Apr-2019 17:00:00,100.00,100.00,100.00,84.35
08-Apr-2019 18:00:00,98.72,100.00,100.00,69.73
08-Apr-2019 19:00:00,82.07,89.91,89.91,52.12
08-Apr-2019 20:00:00,31.20,17.52,18.45,9.53
08-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
08-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 08:00:00,0.14,0.86,0.86,0.86
09-Apr-2019 09:00:00,89.43,79.57,79.57,79.57
09-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
09-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
09-Apr-2019 12:00:00,88.13,100.00,100.00,100.00
09-Apr-2019 13:00:00,100.00,89.73,99.33,100.00
09-Apr-2019 14:00:00,100.00,100.00,93.88,100.00
09-Apr-2019 15:00:00,86.01,90.84,100.00,100.00
09-Apr-2019 16:00:00,85.77,92.91,95.45,95.26
09-Apr-2019 17:00:00,96.51,91.92,83.79,94.93
09-Apr-2019 18:00:00,95.21,79.20,77.27,65.04
09-Apr-2019 19:00:00,60.44,64.04,63.18,40.00
09-Apr-2019 20:00:00,16.50,7.28,5.95,5.28
09-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
09-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 08:00:00,4.49,0.00,0.00,0.00
10-Apr-2019 09:00:00,22.13,50.79,61.77,60.83
10-Apr-2019 10:00:00,76.01,94.73,80.26,73.69
10-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
10-Apr-2019 12:00:00,98.53,100.00,100.00,96.64
10-Apr-2019 13:00:00,100.00,100.00,100.00,96.21
10-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
10-Apr-2019 15:00:00,80.81,97.50,100.00,98.31
10-Apr-2019 16:00:00,86.40,79.22,94.64,90.81
10-Apr-2019 17:00:00,78.50,95.25,87.68,81.51
10-Apr-2019 18:00:00,90.88,82.10,82.20,76.35
10-Apr-2019 19:00:00,81.70,76.80,54.11,72.64
10-Apr-2019 20:00:00,14.18,12.22,10.12,16.38
10-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
10-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 08:00:00,0.39,0.39,0.39,0.39
11-Apr-2019 09:00:00,92.38,77.15,81.35,81.35
11-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
11-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
11-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
11-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
11-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
11-Apr-2019 15:00:00,100.00,100.00,100.00,98.22
11-Apr-2019 16:00:00,100.00,100.00,100.00,96.97
11-Apr-2019 17:00:00,100.00,100.00,100.00,92.39
11-Apr-2019 18:00:00,74.78,77.51,80.42,76.25
11-Apr-2019 19:00:00,49.42,82.88,79.25,46.48
11-Apr-2019 20:00:00,6.05,12.23,17.66,7.40
11-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
11-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 08:00:00,14.57,0.00,0.00,0.00
12-Apr-2019 09:00:00,9.77,20.58,21.67,4.11
12-Apr-2019 10:00:00,38.72,29.04,29.04,12.74
12-Apr-2019 11:00:00,15.91,34.71,35.49,30.23
12-Apr-2019 12:00:00,35.34,49.02,57.11,46.03
12-Apr-2019 13:00:00,72.80,62.29,47.71,45.73
12-Apr-2019 14:00:00,33.54,29.96,48.61,45.19
12-Apr-2019 15:00:00,73.92,65.88,31.63,28.93
12-Apr-2019 16:00:00,82.19,87.80,66.57,27.44
12-Apr-2019 17:00:00,65.06,78.72,77.48,25.91
12-Apr-2019 18:00:00,32.87,54.82,61.30,31.68
12-Apr-2019 19:00:00,83.93,62.60,21.86,29.23
12-Apr-2019 20:00:00,3.59,10.45,15.28,5.84
12-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
12-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 08:00:00,2.48,1.16,1.16,1.16
13-Apr-2019 09:00:00,43.91,43.12,91.04,91.04
13-Apr-2019 10:00:00,75.52,72.43,53.55,100.00
13-Apr-2019 11:00:00,100.00,100.00,69.27,100.00
13-Apr-2019 12:00:00,100.00,100.00,100.00,96.16
13-Apr-2019 13:00:00,100.00,100.00,100.00,98.31
13-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
13-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
13-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
13-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
13-Apr-2019 18:00:00,100.00,100.00,100.00,100.00
13-Apr-2019 19:00:00,100.00,93.04,93.04,92.63
13-Apr-2019 20:00:00,12.46,20.56,21.22,21.22
13-Apr-2019 21:00:00,3.84,0.00,0.00,0.00
13-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
13-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 08:00:00,0.38,0.00,0.00,0.00
14-Apr-2019 09:00:00,90.20,89.53,89.53,89.53
14-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
14-Apr-2019 18:00:00,95.06,100.00,100.00,100.00
14-Apr-2019 19:00:00,100.00,92.98,92.98,92.36
14-Apr-2019 20:00:00,7.10,21.36,21.89,21.89
14-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
14-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 08:00:00,1.04,0.31,0.31,0.31
15-Apr-2019 09:00:00,68.19,87.63,87.63,81.16
15-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
15-Apr-2019 18:00:00,100.00,100.00,100.00,99.89
15-Apr-2019 19:00:00,78.95,94.84,94.84,80.86
15-Apr-2019 20:00:00,21.02,19.39,19.66,16.78
15-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
15-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 08:00:00,2.26,0.34,0.34,0.34
16-Apr-2019 09:00:00,83.60,90.72,90.72,90.72
16-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 18:00:00,100.00,100.00,100.00,100.00
16-Apr-2019 19:00:00,100.00,100.00,100.00,82.57
16-Apr-2019 20:00:00,13.39,23.21,24.16,20.10
16-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
16-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 08:00:00,0.75,0.00,0.00,0.00
17-Apr-2019 09:00:00,99.87,97.66,97.66,97.66
17-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
17-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
17-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
17-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
17-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
17-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
17-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
17-Apr-2019 17:00:00,91.26,99.10,100.00,95.47
17-Apr-2019 18:00:00,84.32,88.76,100.00,70.39
17-Apr-2019 19:00:00,69.71,88.76,68.92,45.94
17-Apr-2019 20:00:00,19.04,17.16,17.16,6.11
17-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
17-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 08:00:00,0.00,0.00,0.41,0.00
18-Apr-2019 09:00:00,85.06,93.75,93.75,76.93
18-Apr-2019 10:00:00,100.00,100.00,100.00,97.86
18-Apr-2019 11:00:00,93.80,100.00,100.00,100.00
18-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
18-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
18-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
18-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
18-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
18-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
18-Apr-2019 18:00:00,94.75,100.00,100.00,100.00
18-Apr-2019 19:00:00,100.00,87.29,94.45,82.61
18-Apr-2019 20:00:00,14.32,14.59,21.70,17.43
18-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
18-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 08:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 09:00:00,100.00,94.64,94.64,87.77
19-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
19-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
19-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
19-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
19-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
19-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
19-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
19-Apr-2019 17:00:00,100.00,100.00,100.00,93.62
19-Apr-2019 18:00:00,100.00,96.46,85.42,73.61
19-Apr-2019 19:00:00,84.46,91.53,84.46,46.60
19-Apr-2019 20:00:00,0.92,15.65,20.44,7.13
19-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
19-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 08:00:00,1.29,0.00,0.00,0.00
20-Apr-2019 09:00:00,53.09,56.59,28.03,37.82
20-Apr-2019 10:00:00,92.82,92.31,70.67,62.42
20-Apr-2019 11:00:00,92.72,100.00,96.32,56.59
20-Apr-2019 12:00:00,100.00,100.00,100.00,89.59
20-Apr-2019 13:00:00,89.51,100.00,100.00,90.50
20-Apr-2019 14:00:00,100.00,100.00,100.00,85.80
20-Apr-2019 15:00:00,94.32,98.91,100.00,77.52
20-Apr-2019 16:00:00,12.43,44.47,97.27,76.62
20-Apr-2019 17:00:00,42.24,34.26,75.28,81.90
20-Apr-2019 18:00:00,34.63,21.09,47.37,70.47
20-Apr-2019 19:00:00,58.55,49.55,32.50,56.75
20-Apr-2019 20:00:00,14.26,19.80,20.72,10.12
20-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
20-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 08:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 09:00:00,99.54,88.94,88.94,89.15
21-Apr-2019 10:00:00,98.97,100.00,100.00,100.00
21-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
21-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
21-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
21-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
21-Apr-2019 15:00:00,98.21,100.00,100.00,100.00
21-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
21-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
21-Apr-2019 18:00:00,89.79,100.00,100.00,93.10
21-Apr-2019 19:00:00,80.34,90.69,90.69,73.54
21-Apr-2019 20:00:00,12.47,21.45,22.86,18.87
21-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
21-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 08:00:00,1.32,1.32,1.32,1.32
22-Apr-2019 09:00:00,100.00,92.92,92.92,92.92
22-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 13:00:00,94.98,100.00,100.00,100.00
22-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 18:00:00,100.00,100.00,100.00,100.00
22-Apr-2019 19:00:00,59.46,92.27,92.27,92.27
22-Apr-2019 20:00:00,56.48,22.54,23.83,23.96
22-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
22-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 08:00:00,16.18,4.54,4.54,4.54
23-Apr-2019 09:00:00,99.20,94.43,94.43,94.43
23-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 18:00:00,100.00,100.00,100.00,100.00
23-Apr-2019 19:00:00,100.00,97.64,97.64,97.35
23-Apr-2019 20:00:00,19.80,26.93,26.93,26.93
23-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
23-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 08:00:00,11.20,4.21,3.92,3.78
24-Apr-2019 09:00:00,84.66,94.12,99.26,87.63
24-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 18:00:00,100.00,100.00,100.00,100.00
24-Apr-2019 19:00:00,100.00,100.00,100.00,84.38
24-Apr-2019 20:00:00,55.53,28.75,28.75,24.26
24-Apr-2019 21:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 22:00:00,0.00,0.00,0.00,0.00
24-Apr-2019 23:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 00:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 01:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 02:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 03:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 04:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 05:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 06:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 07:00:00,0.00,0.00,0.00,0.00
25-Apr-2019 08:00:00,7.64,3.69,3.69,3.69
25-Apr-2019 09:00:00,100.00,99.21,99.21,99.21
25-Apr-2019 10:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 11:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 12:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 13:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 14:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 15:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 16:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 17:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 18:00:00,100.00,100.00,100.00,100.00
25-Apr-2019 19:00:00,96.46,98.20,98.20,82.87
