DateTime(Local),Actual,Forecast(1 hour ahead),Forecast(2 hours ahead),Forecast(24 hours ahead)
01-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 11:00:00,83.31,61.89,58.50,61.77
01-Jan-2019 12:00:00,100.00,84.40,84.40,84.28
01-Jan-2019 13:00:00,87.65,79.28,79.28,78.93
01-Jan-2019 14:00:00,83.25,75.95,75.95,75.83
01-Jan-2019 15:00:00,66.95,75.48,75.48,74.08
01-Jan-2019 16:00:00,88.72,78.74,78.74,73.49
01-Jan-2019 17:00:00,71.01,81.95,81.95,73.84
01-Jan-2019 18:00:00,30.52,53.82,53.82,49.79
01-Jan-2019 19:00:00,2.89,0.00,0.00,0.00
01-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
01-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 10:00:00,0.00,0.45,0.01,0.60
02-Jan-2019 11:00:00,23.18,44.25,54.93,56.21
02-Jan-2019 12:00:00,76.12,60.46,62.32,75.64
02-Jan-2019 13:00:00,67.47,54.07,59.17,70.58
02-Jan-2019 14:00:00,68.35,67.52,59.03,62.69
02-Jan-2019 15:00:00,69.50,60.79,59.83,61.16
02-Jan-2019 16:00:00,51.98,48.99,49.49,62.92
02-Jan-2019 17:00:00,74.22,76.28,52.60,46.13
02-Jan-2019 18:00:00,30.67,43.59,47.62,25.11
02-Jan-2019 19:00:00,0.00,0.00,0.63,1.20
02-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
02-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 10:00:00,1.63,2.22,0.60,2.81
03-Jan-2019 11:00:00,65.20,49.48,53.25,30.17
03-Jan-2019 12:00:00,82.52,79.20,72.45,57.87
03-Jan-2019 13:00:00,54.30,53.40,72.36,66.12
03-Jan-2019 14:00:00,40.68,48.40,62.23,62.36
03-Jan-2019 15:00:00,58.36,49.03,41.57,58.99
03-Jan-2019 16:00:00,70.58,59.11,54.18,46.97
03-Jan-2019 17:00:00,61.22,66.65,62.59,49.19
03-Jan-2019 18:00:00,24.25,41.83,41.83,33.82
03-Jan-2019 19:00:00,0.00,0.00,0.00,0.25
03-Jan-2019 20:00:00,0.13,0.00,0.00,0.00
03-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
03-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 11:00:00,69.02,65.35,63.95,64.33
04-Jan-2019 12:00:00,80.40,84.81,83.98,83.98
04-Jan-2019 13:00:00,73.95,80.93,80.93,80.21
04-Jan-2019 14:00:00,73.86,77.71,77.71,73.74
04-Jan-2019 15:00:00,79.84,77.12,77.12,75.45
04-Jan-2019 16:00:00,86.51,79.77,79.77,74.56
04-Jan-2019 17:00:00,83.79,83.21,83.21,74.86
04-Jan-2019 18:00:00,51.23,58.49,58.49,54.17
04-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
04-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 11:00:00,21.62,64.22,60.43,61.32
05-Jan-2019 12:00:00,89.73,83.93,83.93,81.10
05-Jan-2019 13:00:00,88.78,80.31,80.31,78.07
05-Jan-2019 14:00:00,74.15,77.36,77.36,76.05
05-Jan-2019 15:00:00,92.68,77.12,77.12,75.23
05-Jan-2019 16:00:00,74.54,79.80,79.80,75.24
05-Jan-2019 17:00:00,68.34,83.93,83.93,76.89
05-Jan-2019 18:00:00,56.95,59.06,59.06,55.20
05-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
05-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 11:00:00,71.39,64.33,59.79,62.95
06-Jan-2019 12:00:00,83.86,83.16,83.16,80.95
06-Jan-2019 13:00:00,81.02,79.17,79.17,67.53
06-Jan-2019 14:00:00,73.31,74.84,65.90,69.98
06-Jan-2019 15:00:00,79.36,75.08,71.56,62.69
06-Jan-2019 16:00:00,55.81,77.11,77.11,60.97
06-Jan-2019 17:00:00,83.05,81.24,81.24,60.73
06-Jan-2019 18:00:00,71.39,57.42,56.06,45.24
06-Jan-2019 19:00:00,0.00,0.00,0.00,0.43
06-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
06-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 11:00:00,61.02,63.89,60.26,62.89
07-Jan-2019 12:00:00,96.77,83.05,82.70,82.35
07-Jan-2019 13:00:00,95.77,79.81,79.46,79.00
07-Jan-2019 14:00:00,77.06,75.89,75.31,75.19
07-Jan-2019 15:00:00,72.38,75.54,75.31,73.56
07-Jan-2019 16:00:00,74.32,78.26,78.26,73.39
07-Jan-2019 17:00:00,80.32,83.16,83.16,75.60
07-Jan-2019 18:00:00,70.49,59.76,59.76,55.44
07-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
07-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 10:00:00,8.02,3.17,0.00,0.00
08-Jan-2019 11:00:00,38.29,37.08,35.18,63.09
08-Jan-2019 12:00:00,86.10,85.41,48.23,82.96
08-Jan-2019 13:00:00,90.32,81.86,79.06,70.50
08-Jan-2019 14:00:00,85.72,78.23,78.23,67.53
08-Jan-2019 15:00:00,74.37,77.64,77.64,71.41
08-Jan-2019 16:00:00,64.63,80.17,80.17,75.66
08-Jan-2019 17:00:00,55.32,83.21,83.21,76.53
08-Jan-2019 18:00:00,36.75,62.47,62.47,58.79
08-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
08-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 11:00:00,90.61,64.47,58.01,64.47
09-Jan-2019 12:00:00,99.00,82.56,83.62,83.85
09-Jan-2019 13:00:00,66.07,79.77,76.35,76.58
09-Jan-2019 14:00:00,79.88,76.12,75.88,76.12
09-Jan-2019 15:00:00,66.29,75.60,75.24,73.59
09-Jan-2019 16:00:00,60.27,77.81,77.81,73.73
09-Jan-2019 17:00:00,66.05,79.98,79.98,72.69
09-Jan-2019 18:00:00,25.01,60.24,60.24,55.69
09-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
09-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 10:00:00,0.00,0.07,0.00,0.00
10-Jan-2019 11:00:00,37.93,66.40,58.15,66.90
10-Jan-2019 12:00:00,88.47,84.75,84.75,83.69
10-Jan-2019 13:00:00,75.02,78.72,80.26,76.34
10-Jan-2019 14:00:00,68.73,76.65,76.29,76.41
10-Jan-2019 15:00:00,77.06,76.00,75.64,74.46
10-Jan-2019 16:00:00,74.71,78.58,76.71,71.14
10-Jan-2019 17:00:00,81.53,80.95,80.49,62.88
10-Jan-2019 18:00:00,64.25,58.57,55.70,38.20
10-Jan-2019 19:00:00,0.00,0.90,0.61,1.77
10-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
10-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 10:00:00,0.00,0.24,0.00,0.98
11-Jan-2019 11:00:00,57.76,68.06,62.12,63.01
11-Jan-2019 12:00:00,89.34,80.99,83.84,79.44
11-Jan-2019 13:00:00,68.16,63.68,73.79,75.48
11-Jan-2019 14:00:00,59.88,65.38,63.39,74.17
11-Jan-2019 15:00:00,67.82,73.28,63.25,73.28
11-Jan-2019 16:00:00,77.95,78.54,78.54,70.54
11-Jan-2019 17:00:00,90.86,80.88,80.88,67.14
11-Jan-2019 18:00:00,53.55,59.98,59.98,53.80
11-Jan-2019 19:00:00,0.00,0.00,0.00,0.22
11-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
11-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 10:00:00,0.00,0.25,0.00,0.00
12-Jan-2019 11:00:00,35.24,70.09,64.55,70.09
12-Jan-2019 12:00:00,70.57,85.72,85.72,85.72
12-Jan-2019 13:00:00,83.93,81.45,80.98,80.62
12-Jan-2019 14:00:00,76.34,78.01,78.01,78.01
12-Jan-2019 15:00:00,95.33,77.30,77.30,76.70
12-Jan-2019 16:00:00,67.60,79.76,79.76,75.52
12-Jan-2019 17:00:00,80.16,82.94,82.94,75.94
12-Jan-2019 18:00:00,64.76,64.27,64.27,59.58
12-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
12-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 11:00:00,61.47,70.39,68.90,67.65
13-Jan-2019 12:00:00,77.40,85.57,85.57,82.99
13-Jan-2019 13:00:00,88.18,81.32,81.32,76.69
13-Jan-2019 14:00:00,88.14,77.59,77.47,74.86
13-Jan-2019 15:00:00,84.21,76.89,76.89,75.12
13-Jan-2019 16:00:00,90.12,79.51,79.51,75.53
13-Jan-2019 17:00:00,85.53,82.68,82.68,75.48
13-Jan-2019 18:00:00,52.93,65.68,65.68,60.67
13-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
13-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 10:00:00,0.00,0.50,0.05,0.05
14-Jan-2019 11:00:00,55.96,70.81,67.47,70.81
14-Jan-2019 12:00:00,100.00,86.57,86.57,86.33
14-Jan-2019 13:00:00,84.44,81.53,81.53,81.18
14-Jan-2019 14:00:00,63.66,77.94,77.12,77.94
14-Jan-2019 15:00:00,79.86,77.65,77.65,77.06
14-Jan-2019 16:00:00,65.20,79.91,79.91,76.53
14-Jan-2019 17:00:00,92.37,83.97,83.97,77.64
14-Jan-2019 18:00:00,86.03,66.83,66.83,62.59
14-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
14-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 11:00:00,89.85,72.33,71.84,72.33
15-Jan-2019 12:00:00,65.08,85.83,86.51,86.40
15-Jan-2019 13:00:00,80.33,81.60,81.95,81.71
15-Jan-2019 14:00:00,79.03,78.34,78.34,78.34
15-Jan-2019 15:00:00,72.62,77.75,77.75,77.29
15-Jan-2019 16:00:00,81.24,80.21,80.21,77.69
15-Jan-2019 17:00:00,100.00,83.42,83.42,78.08
15-Jan-2019 18:00:00,51.45,68.08,68.08,64.48
15-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
15-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 11:00:00,80.61,72.00,71.51,72.00
16-Jan-2019 12:00:00,82.09,84.63,84.63,84.63
16-Jan-2019 13:00:00,80.44,81.60,81.25,81.48
16-Jan-2019 14:00:00,73.19,78.69,76.59,78.22
16-Jan-2019 15:00:00,60.87,78.33,77.98,77.05
16-Jan-2019 16:00:00,79.41,80.78,80.78,77.57
16-Jan-2019 17:00:00,69.30,83.23,83.23,79.95
16-Jan-2019 18:00:00,65.98,69.54,69.54,67.29
16-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
16-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 11:00:00,92.42,74.20,72.03,74.20
17-Jan-2019 12:00:00,88.82,85.90,85.90,85.78
17-Jan-2019 13:00:00,83.98,81.62,81.62,81.16
17-Jan-2019 14:00:00,71.04,76.45,77.14,77.25
17-Jan-2019 15:00:00,78.77,76.85,76.85,76.73
17-Jan-2019 16:00:00,81.97,79.30,79.30,77.39
17-Jan-2019 17:00:00,72.05,82.30,82.74,78.63
17-Jan-2019 18:00:00,50.50,70.18,70.18,66.80
17-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
17-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 10:00:00,0.00,0.00,0.00,2.71
18-Jan-2019 11:00:00,25.60,74.78,74.78,63.86
18-Jan-2019 12:00:00,78.84,86.96,86.73,83.93
18-Jan-2019 13:00:00,86.68,72.60,80.14,80.97
18-Jan-2019 14:00:00,76.16,70.62,73.89,78.42
18-Jan-2019 15:00:00,83.21,78.77,72.59,77.36
18-Jan-2019 16:00:00,81.23,80.06,79.83,76.05
18-Jan-2019 17:00:00,80.65,85.17,77.12,74.98
18-Jan-2019 18:00:00,83.09,72.11,72.11,60.48
18-Jan-2019 19:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 20:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 21:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 22:00:00,0.00,0.00,0.00,0.00
18-Jan-2019 23:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 00:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 01:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 02:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 03:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 04:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 05:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 06:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 07:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 08:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 09:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 10:00:00,0.00,0.00,0.00,0.00
19-Jan-2019 11:00:00,86.19,75.46,73.76,74.73
19-Jan-2019 12:00:00,74.90,83.43,86.33,78.96
19-Jan-2019 13:00:00,59.72,64.42,74.22,59.72
19-Jan-2019 14:00:00,53.04,49.71,55.83,45.82
19-Jan-2019 15:00:00,41.24,39.79,59.23,36.20
19-Jan-2019 16:00:00,70.62,45.33,37.71,28.31
19-Jan-2019 17:00:00,22.91,33.90,35.63,25.79
